,user_id,item_id,rating
101,User10631,Singapore Sling,1
102,User17216,Tequila Sunset,3
103,User11670,Manhattan,2
104,User8516,Bloody Mary,2
105,User11452,Mockingbird,5
106,User5623,Tequila Sunset,4
107,User1184,Horse’s Neck,1
108,User4988,Mai-Tai,2
109,User5847,Cosmopolitan,2
110,User516,Negroni,3
111,User6192,Mockingbird,5
112,User17370,Cosmopolitan,3
113,User16058,Cosmopolitan,1
114,User6868,Sex on the Beach,1
115,User12121,Old Fashioned,3
116,User1372,Tom Collins,1
117,User476,Tequila Sunset,3
118,User18289,Horse’s Neck,3
119,User17186,Screwdriver,1
120,User15940,Gin Fizz,5
121,User4443,Imperial Fizz,4
122,User12846,Blue Hawaii,2
123,User10252,Blue Hawaii,2
124,User8504,Cherry Blossom,3
125,User19053,Horse’s Neck,4
126,User11370,Negroni,5
127,User18206,Old Fashioned,2
128,User19077,Tequila Sunrise,3
129,User10388,Stinger,4
130,User16197,Moscow Mule,1
131,User16187,Harvard Cooler,5
132,User18044,Vodka Gimlet,4
133,User12307,Margarita,3
134,User17950,Bloody Mary,2
135,User2166,Martini Sweet,3
136,User3743,Havana Beach,2
137,User2598,Harvard Cooler,1
138,User5792,Sidecar,3
139,User6429,Horse’s Neck,4
140,User18974,Tequila Sunrise,2
141,User8045,Bloody Mary,3
142,User13122,Tequila Sunrise,4
143,User3970,Old Fashioned,1
144,User12482,Blue Hawaii,4
145,User18789,Bloody Mary,3
146,User13488,Tequila Sunset,4
147,User14294,Vodka & Tonic,2
148,User461,Salty Dog,3
149,User667,Gin Fizz,4
150,User10399,Miami Beach,1
151,User916,Singapore Sling,3
152,User16095,Negroni,3
153,User4946,John Collins,3
154,User166,Earthquake,4
155,User7226,Brave Bull,1
156,User16125,John Collins,3
157,User4986,Harvard Cooler,2
158,User17061,Tequila Sunrise,3
159,User3060,Sex on the Beach,1
160,User10068,Martini Sweet,5
161,User5053,Martini,5
162,User14958,Salty Dog,5
163,User14640,Manhattan,1
164,User3677,Brooklyn,1
165,User304,Black Russian,3
166,User5312,Gin & Tonic,5
167,User7464,Tequila Martini,5
168,User13259,Godfather,5
169,User18959,John Collins,4
170,User10293,Negroni,1
171,User1100,Stinger,4
172,User18457,Bloody Mary,3
173,User11386,Cosmopolitan,5
174,User617,Black Russian,3
175,User8351,Gin & Tonic,4
176,User5459,Martini,1
177,User19064,Tequila Sunset,1
178,User8560,Godfather,3
179,User17409,Salty Dog,4
180,User17485,Godfather,3
181,User14708,French Connection,5
182,User13590,Cosmopolitan,3
183,User228,Martini Sweet,4
184,User4946,John Collins,3
185,User15675,Salty Dog,3
186,User11459,Martini,3
187,User4226,Mai-Tai,5
188,User7628,Moscow Mule,5
189,User9624,Havana Beach,3
190,User2264,Vodka Gimlet,3
191,User5777,Martini Sweet,4
192,User16734,Miami Beach,3
193,User13407,Manhattan,3
194,User4404,Long Island Ice Tea,4
195,User2590,Salty Dog,3
196,User15594,Harvard Cooler,4
197,User4851,Cherry Blossom,1
198,User7296,Gin & Tonic,3
199,User14367,John Collins,1
200,User13186,Martini Sweet,2
201,User19878,Brave Bull,1
202,User15998,Moscow Mule,5
203,User2179,Sidecar,1
204,User541,Tequila Martini,2
205,User17033,Brave Bull,2
206,User7996,Tom Collins,4
207,User15392,Godfather,5
208,User10037,Cuba Libre,5
209,User12561,French Connection,3
210,User4814,Miami Beach,3
211,User16505,Imperial Fizz,4
212,User10558,Blue Hawaii,2
213,User11726,Salty Dog,1
214,User17649,Stinger,4
215,User1209,Sidecar,3
216,User4372,Negroni,3
217,User3399,Singapore Sling,1
218,User16157,Blue Hawaii,3
219,User12352,Moscow Mule,5
220,User53,Mai-Tai,2
221,User18911,Zombie,1
222,User13471,Gin Fizz,1
223,User16713,Gin & Tonic,4
224,User15462,Gin & Tonic,3
225,User2192,Brave Bull,4
226,User6128,Gin Fizz,2
227,User19911,EL Diablo,1
228,User7209,Sidecar,3
229,User689,Earthquake,5
230,User13851,Salty Dog,5
231,User3129,Tequila Martini,5
232,User3325,Salty Dog,3
233,User17021,Brooklyn,1
234,User12122,Sidecar,4
235,User17033,Brave Bull,2
236,User3081,Bloody Mary,5
237,User7883,Martini,1
238,User19007,Chi-Chi,1
239,User7500,Mojito,3
240,User17198,Zombie,2
241,User5960,Blue Hawaii,4
242,User4159,Imperial Fizz,2
243,User16087,French Connection,1
244,User15702,Old Fashioned,2
245,User15418,Cosmopolitan,2
246,User15849,Martini,3
247,User11103,Havana Beach,4
248,User16193,Sex on the Beach,4
249,User6340,Old Fashioned,3
250,User1874,Cherry Blossom,4
251,User10720,Cosmopolitan,4
252,User2584,French Connection,1
253,User79,Miami Beach,5
254,User12043,Cherry Blossom,4
255,User12219,Earthquake,2
256,User13516,Earthquake,4
257,User13089,Cherry Blossom,3
258,User16095,Negroni,3
259,User12844,Bloody Mary,3
260,User6458,Mockingbird,3
261,User4962,John Collins,1
262,User2252,Screwdriver,3
263,User19487,John Collins,4
264,User14622,EL Diablo,2
265,User1345,Harvard Cooler,1
266,User3753,Brave Bull,2
267,User3610,Screwdriver,3
268,User6124,Salty Dog,2
269,User7373,Havana Beach,4
270,User7182,Brave Bull,4
271,User17789,Gin Fizz,4
272,User19552,Tequila Sunrise,5
273,User19649,Sidecar,3
274,User18452,Earthquake,2
275,User2094,Blue Hawaii,4
276,User6048,French Connection,1
277,User13334,Salty Dog,2
278,User9777,Sidecar,5
279,User1552,Zombie,3
280,User5133,Harvard Cooler,3
281,User3592,Gin Fizz,2
282,User16420,Havana Beach,2
283,User16409,New York,1
284,User10699,Cherry Blossom,3
285,User15392,Blue Hawaii,1
286,User14242,Tequila Sunset,1
287,User15906,Chi-Chi,3
288,User14016,Stinger,1
289,User6178,Manhattan,4
290,User11934,Moscow Mule,5
291,User10404,Martini Sweet,1
292,User13689,French Connection,4
293,User4853,Vodka Gimlet,2
294,User10861,Brave Bull,2
295,User1943,Zombie,1
296,User10653,New York,5
297,User17515,Mojito,2
298,User4271,Cosmopolitan,5
299,User14295,Screwdriver,2
300,User10241,Mai-Tai,5
301,User2345,Tom Collins,3
302,User19757,Negroni,4
303,User10388,Mockingbird,2
304,User16051,Bloody Mary,4
305,User958,Screwdriver,3
306,User7296,Gin & Tonic,3
307,User639,Salty Dog,3
308,User14800,EL Diablo,4
309,User13146,Negroni,2
310,User15702,Old Fashioned,2
311,User4670,Cuba Libre,5
312,User1474,Moscow Mule,1
313,User559,Martini,4
314,User15038,EL Diablo,3
315,User7485,Brooklyn,3
316,User17383,Tequila Martini,4
317,User5152,Godfather,3
318,User6721,Tequila Sunset,1
319,User14049,New York,1
320,User5021,Tequila Sunrise,2
321,User16953,Miami Beach,3
322,User11803,Sex on the Beach,3
323,User19497,Singapore Sling,1
324,User16899,John Collins,5
325,User10739,Manhattan,3
326,User4514,Earthquake,2
327,User6585,Black Russian,3
328,User10240,Negroni,5
329,User18588,Brooklyn,4
330,User8569,Martini,1
331,User8439,Martini Sweet,4
332,User5445,Brooklyn,2
333,User3872,Vodka Gimlet,3
334,User16703,Sidecar,1
335,User9681,Vodka Gimlet,2
336,User14403,Vodka & Tonic,2
337,User6744,Chi-Chi,4
338,User18867,Chi-Chi,4
339,User19336,Harvard Cooler,5
340,User5676,Margarita,2
341,User15324,Tequila Sunset,5
342,User9821,Sex on the Beach,3
343,User6337,Salty Dog,3
344,User15304,Martini,5
345,User19590,Cherry Blossom,1
346,User7297,Singapore Sling,2
347,User5903,Gin Fizz,1
348,User15282,Margarita,4
349,User560,Zombie,5
350,User4121,Sidecar,3
351,User9290,Mockingbird,5
352,User19275,Long Island Ice Tea,3
353,User9734,Earthquake,3
354,User8184,Singapore Sling,5
355,User4883,Manhattan,5
356,User14854,Gin Fizz,2
357,User19922,Long Island Ice Tea,2
358,User10579,Margarita,1
359,User1610,Mojito,2
360,User8484,Blue Hawaii,2
361,User4498,Tequila Sunset,2
362,User11778,Manhattan,3
363,User15613,Vodka & Tonic,3
364,User3408,Old Fashioned,3
365,User11409,Miami Beach,1
366,User4243,Silk Stockings,2
367,User13667,Brave Bull,5
368,User9626,Sidecar,1
369,User1743,Margarita,2
370,User16061,Harvard Cooler,1
371,User4896,Mockingbird,2
372,User7408,Tom Collins,5
373,User19974,Chi-Chi,2
374,User106,Sidecar,5
375,User13642,Gin & Tonic,2
376,User5505,Martini Sweet,4
377,User9048,Martini,1
378,User13124,Imperial Fizz,4
379,User10052,Godfather,2
380,User17824,Brooklyn,2
381,User4951,Cherry Blossom,2
382,User3468,Black Russian,5
383,User13606,Harvard Cooler,3
384,User3827,Harvard Cooler,2
385,User5373,Martini,2
386,User19023,Old Fashioned,2
387,User9496,Blue Hawaii,1
388,User19008,Martini Sweet,2
389,User4328,Harvard Cooler,5
390,User17087,Salty Dog,2
391,User2069,Tequila Martini,1
392,User10699,Cherry Blossom,3
393,User15418,Cosmopolitan,2
394,User6823,Miami Beach,5
395,User10042,Harvard Cooler,5
396,User14938,Mockingbird,3
397,User11501,John Collins,3
398,User1209,Sidecar,3
399,User7810,Miami Beach,1
400,User8190,Miami Beach,1
401,User5033,Harvard Cooler,3
402,User9435,Brooklyn,3
403,User6446,Tequila Martini,1
404,User19336,Harvard Cooler,5
405,User14730,Mockingbird,1
406,User1866,Manhattan,3
407,User8520,Cherry Blossom,4
408,User10498,Martini,1
409,User4931,Martini,1
410,User2037,Cuba Libre,3
411,User5395,Blue Hawaii,5
412,User1939,Vodka & Tonic,2
413,User1421,Martini,2
414,User15339,Long Island Ice Tea,5
415,User18862,Tom Collins,2
416,User5521,Vodka Gimlet,2
417,User19493,Dirty Mother,2
418,User12405,Martini Sweet,4
419,User9107,Sidecar,5
420,User3678,Havana Beach,2
421,User3549,Martini,5
422,User3111,Mai-Tai,4
423,User17261,Long Island Ice Tea,3
424,User5337,Moscow Mule,4
425,User2101,French Connection,4
426,User6252,Bloody Mary,3
427,User2345,Tom Collins,3
428,User14357,Chi-Chi,2
429,User8945,Imperial Fizz,4
430,User14109,Earthquake,3
431,User7014,Sidecar,3
432,User15066,Negroni,2
433,User9265,Havana Beach,2
434,User7091,Godfather,3
435,User6576,Mockingbird,2
436,User8896,Margarita,5
437,User15476,Godfather,2
438,User3943,Singapore Sling,3
439,User17477,Stinger,2
440,User10100,Negroni,4
441,User14544,Old Fashioned,3
442,User18856,Vodka & Tonic,1
443,User148,Dirty Mother,1
444,User18862,Silk Stockings,2
445,User8737,Black Russian,1
446,User15642,Gin Fizz,3
447,User19837,Salty Dog,5
448,User16977,Brooklyn,1
449,User4691,Harvard Cooler,5
450,User15528,Godfather,3
451,User13734,Sex on the Beach,3
452,User3384,EL Diablo,2
453,User14617,Martini Sweet,2
454,User13644,Mojito,5
455,User6401,Mai-Tai,2
456,User12004,Godfather,2
457,User17849,Screwdriver,1
458,User1675,Brooklyn,2
459,User18280,Singapore Sling,4
460,User4211,Cuba Libre,4
461,User17617,Margarita,4
462,User16015,Zombie,2
463,User19219,Silk Stockings,1
464,User364,Manhattan,2
465,User770,Imperial Fizz,3
466,User3212,Margarita,5
467,User16883,Old Fashioned,4
468,User7662,Dirty Mother,2
469,User5326,Imperial Fizz,2
470,User14621,Tom Collins,1
471,User5210,Horse’s Neck,5
472,User19621,Martini Sweet,4
473,User14736,Cosmopolitan,1
474,User11190,Martini,4
475,User15186,Stinger,4
476,User15836,Cuba Libre,4
477,User6409,Miami Beach,1
478,User12777,Gin Fizz,5
479,User12469,Black Russian,2
480,User4784,Tom Collins,4
481,User13850,Tequila Martini,1
482,User16651,Godfather,5
483,User12520,Mojito,2
484,User19512,Old Fashioned,4
485,User1672,Old Fashioned,2
486,User14247,Blue Hawaii,2
487,User13089,Salty Dog,4
488,User8630,French Connection,2
489,User13515,Havana Beach,3
490,User5274,Gin & Tonic,3
491,User6994,Long Island Ice Tea,5
492,User9639,Earthquake,3
493,User9703,Tequila Sunset,2
494,User14798,Tequila Sunset,3
495,User7129,Stinger,5
496,User16588,Sex on the Beach,3
497,User14858,Harvard Cooler,2
498,User2569,Dirty Mother,1
499,User14906,Mai-Tai,2
500,User16412,Imperial Fizz,5
501,User14350,Dirty Mother,5
502,User11818,Havana Beach,3
503,User15975,Gin Fizz,5
504,User5724,Negroni,3
505,User15469,Imperial Fizz,1
506,User13984,Godfather,3
507,User2493,Mockingbird,3
508,User5813,John Collins,4
509,User13983,EL Diablo,1
510,User8282,Manhattan,5
511,User8630,French Connection,2
512,User16372,Havana Beach,3
513,User8119,Stinger,3
514,User17409,Salty Dog,4
515,User10968,Negroni,3
516,User19341,Godfather,2
517,User16087,French Connection,1
518,User9419,Tequila Martini,3
519,User9292,French Connection,3
520,User4196,Imperial Fizz,3
521,User14497,Cuba Libre,1
522,User1891,Martini,3
523,User885,Harvard Cooler,4
524,User17202,Brooklyn,1
525,User17339,Brooklyn,4
526,User11990,EL Diablo,1
527,User6301,Blue Hawaii,5
528,User15619,Sidecar,2
529,User16466,Mojito,4
530,User19896,Singapore Sling,4
531,User3418,Stinger,4
532,User4946,Bloody Mary,5
533,User1492,Zombie,1
534,User14274,Martini Sweet,4
535,User5913,Godfather,5
536,User18633,Cosmopolitan,1
537,User9007,Screwdriver,4
538,User10442,Tequila Martini,3
539,User920,Mojito,3
540,User2962,Long Island Ice Tea,5
541,User13953,Stinger,5
542,User2886,Mai-Tai,5
543,User14877,Tequila Sunset,2
544,User14232,Screwdriver,4
545,User2997,Negroni,5
546,User2715,Cherry Blossom,2
547,User16675,Earthquake,2
548,User2197,Imperial Fizz,4
549,User16981,Tom Collins,3
550,User10072,Martini,2
551,User5804,Moscow Mule,4
552,User9411,Singapore Sling,5
553,User17055,Havana Beach,4
554,User13738,Chi-Chi,5
555,User7549,Gin & Tonic,2
556,User4620,Singapore Sling,5
557,User3528,Old Fashioned,5
558,User6448,Stinger,4
559,User18289,Horse’s Neck,3
560,User17325,Black Russian,1
561,User5415,EL Diablo,3
562,User3575,Screwdriver,4
563,User4710,Miami Beach,5
564,User17159,Martini,2
565,User9272,Blue Hawaii,3
566,User16372,Havana Beach,3
567,User19126,EL Diablo,2
568,User15696,Sex on the Beach,5
569,User9720,Screwdriver,2
570,User17497,Martini Sweet,5
571,User8862,Earthquake,3
572,User18967,Horse’s Neck,4
573,User4729,Gin & Tonic,4
574,User14188,Tequila Martini,1
575,User19312,Sidecar,5
576,User12104,Blue Hawaii,5
577,User4869,Gin Fizz,3
578,User3028,Zombie,4
579,User7737,Long Island Ice Tea,4
580,User17326,Margarita,1
581,User11146,Cosmopolitan,3
582,User15448,Old Fashioned,2
583,User12846,Blue Hawaii,2
584,User5291,Tequila Martini,4
585,User12809,Vodka & Tonic,3
586,User14425,Martini,1
587,User2345,Tom Collins,3
588,User14399,Earthquake,2
589,User15378,Mockingbird,2
590,User13247,Silk Stockings,5
591,User13061,Manhattan,4
592,User15795,Martini,5
593,User3757,Tequila Sunset,4
594,User19591,Mockingbird,5
595,User4889,Dirty Mother,4
596,User18436,Dirty Mother,5
597,User16704,Brooklyn,4
598,User1340,French Connection,2
599,User5347,Chi-Chi,1
600,User16241,Manhattan,4
601,User4410,Brave Bull,3
602,User4271,Horse’s Neck,1
603,User18729,Screwdriver,2
604,User13350,Black Russian,1
605,User14294,Vodka & Tonic,2
606,User14549,Mockingbird,5
607,User4871,Tom Collins,2
608,User18386,Chi-Chi,3
609,User4622,Chi-Chi,5
610,User13018,Earthquake,1
611,User16019,Godfather,4
612,User13109,Brave Bull,4
613,User18587,Singapore Sling,2
614,User12802,Blue Hawaii,4
615,User7362,Sidecar,5
616,User12104,Blue Hawaii,5
617,User4534,Vodka & Tonic,4
618,User11871,Mai-Tai,3
619,User15888,Screwdriver,3
620,User7494,Cosmopolitan,2
621,User3542,Mai-Tai,1
622,User17534,Brooklyn,1
623,User13851,Salty Dog,5
624,User9141,Martini Sweet,1
625,User1507,Gin Fizz,2
626,User6508,Tom Collins,5
627,User375,Long Island Ice Tea,1
628,User3115,John Collins,5
629,User12901,New York,3
630,User2752,Chi-Chi,2
631,User2500,Bloody Mary,5
632,User13858,Tequila Sunset,1
633,User10480,Martini Sweet,5
634,User10984,Sex on the Beach,1
635,User5259,Horse’s Neck,2
636,User6283,Vodka Gimlet,4
637,User6022,EL Diablo,4
638,User14782,Blue Hawaii,3
639,User19715,Bloody Mary,2
640,User2912,Margarita,5
641,User7094,Long Island Ice Tea,3
642,User2679,Gin Fizz,3
643,User541,Gin & Tonic,4
644,User16154,Horse’s Neck,4
645,User15817,Old Fashioned,5
646,User17607,Blue Hawaii,5
647,User11805,Long Island Ice Tea,4
648,User4050,Bloody Mary,5
649,User17263,Singapore Sling,3
650,User18794,EL Diablo,2
651,User18879,Chi-Chi,3
652,User11984,Tequila Sunset,5
653,User424,Martini,5
654,User10883,Vodka Gimlet,1
655,User3467,Horse’s Neck,5
656,User15833,Black Russian,2
657,User12971,Long Island Ice Tea,4
658,User17268,Zombie,2
659,User3045,Imperial Fizz,3
660,User18099,Horse’s Neck,4
661,User16821,Zombie,4
662,User3967,Negroni,1
663,User12682,Brooklyn,2
664,User6407,Bloody Mary,5
665,User11309,Silk Stockings,2
666,User18923,Cosmopolitan,1
667,User6201,Sidecar,1
668,User13185,Zombie,4
669,User18289,Horse’s Neck,3
670,User2699,Havana Beach,2
671,User17849,Screwdriver,1
672,User12821,French Connection,2
673,User15619,Sidecar,2
674,User9720,Screwdriver,2
675,User18887,Zombie,1
676,User4123,Moscow Mule,2
677,User6091,Mojito,4
678,User12082,Screwdriver,2
679,User16762,Manhattan,3
680,User17702,Singapore Sling,2
681,User15453,Gin & Tonic,2
682,User18193,Vodka & Tonic,2
683,User18066,Horse’s Neck,3
684,User1492,Zombie,1
685,User18350,Tequila Sunrise,2
686,User8795,Godfather,3
687,User10656,Sidecar,5
688,User16594,Margarita,2
689,User8210,Tequila Martini,4
690,User19164,Salty Dog,2
691,User9734,Earthquake,3
692,User8983,Havana Beach,3
693,User19051,Horse’s Neck,2
694,User9532,Brooklyn,1
695,User17885,Martini,3
696,User7035,Tequila Martini,4
697,User12474,John Collins,2
698,User9972,Manhattan,4
699,User6560,Old Fashioned,3
700,User14677,Earthquake,5
701,User1407,Godfather,5
702,User17706,Gin & Tonic,3
703,User9266,Black Russian,3
704,User12660,Godfather,3
705,User17426,Vodka & Tonic,4
706,User5370,Chi-Chi,3
707,User17057,New York,1
708,User17850,Cuba Libre,4
709,User13541,Earthquake,5
710,User1680,Vodka & Tonic,2
711,User783,Imperial Fizz,4
712,User9298,Sidecar,5
713,User2979,Moscow Mule,3
714,User8405,French Connection,1
715,User1538,Moscow Mule,3
716,User12155,Mockingbird,1
717,User17225,Earthquake,4
718,User4906,Blue Hawaii,2
719,User5717,Vodka Gimlet,2
720,User2767,French Connection,1
721,User15138,Screwdriver,4
722,User402,Tom Collins,1
723,User9625,Brooklyn,1
724,User10994,Salty Dog,3
725,User19808,Black Russian,2
726,User16449,Long Island Ice Tea,3
727,User345,Martini Sweet,2
728,User9625,Brooklyn,1
729,User9543,Havana Beach,3
730,User19581,Zombie,4
731,User11693,Moscow Mule,4
732,User4680,Horse’s Neck,3
733,User16818,Gin & Tonic,4
734,User15730,New York,1
735,User6155,Dirty Mother,2
736,User15622,Screwdriver,2
737,User3913,Stinger,5
738,User16379,Cuba Libre,2
739,User8537,Tequila Sunrise,2
740,User19990,Cuba Libre,4
741,User15081,Screwdriver,5
742,User5811,Miami Beach,1
743,User9835,Tequila Sunrise,5
744,User15399,Cherry Blossom,1
745,User19998,New York,4
746,User5043,Dirty Mother,4
747,User2426,French Connection,3
748,User16111,Imperial Fizz,5
749,User5650,Mojito,3
750,User12348,Black Russian,2
751,User12587,Cosmopolitan,4
752,User7838,Long Island Ice Tea,3
753,User8064,Harvard Cooler,3
754,User8822,Tom Collins,2
755,User13394,Stinger,2
756,User363,Brooklyn,5
757,User12090,Vodka Gimlet,1
758,User9227,Brave Bull,2
759,User4530,Sex on the Beach,4
760,User6838,Bloody Mary,3
761,User11386,Tequila Sunrise,2
762,User12152,Gin Fizz,4
763,User17770,Singapore Sling,2
764,User11783,Black Russian,4
765,User5638,Mai-Tai,2
766,User14480,Chi-Chi,2
767,User11714,Vodka Gimlet,5
768,User12705,Tequila Sunset,4
769,User4957,Bloody Mary,2
770,User16821,Zombie,4
771,User6662,Godfather,1
772,User7408,Tom Collins,5
773,User11709,Tom Collins,4
774,User2128,Gin Fizz,1
775,User8365,Gin & Tonic,1
776,User10029,Tequila Sunrise,2
777,User14587,Black Russian,4
778,User19887,Chi-Chi,3
779,User19474,Godfather,3
780,User6116,French Connection,4
781,User5160,Blue Hawaii,5
782,User4934,Black Russian,1
783,User13109,Brave Bull,4
784,User11777,Imperial Fizz,4
785,User10901,Bloody Mary,3
786,User2772,Sex on the Beach,1
787,User948,Mockingbird,4
788,User15530,Martini,1
789,User12770,Brave Bull,2
790,User10243,Chi-Chi,4
791,User15985,Mojito,2
792,User5260,Old Fashioned,3
793,User5605,Vodka & Tonic,4
794,User15116,Tom Collins,5
795,User8101,Vodka & Tonic,3
796,User15529,Miami Beach,1
797,User10678,Tequila Sunrise,1
798,User6839,Zombie,3
799,User5951,Chi-Chi,3
800,User5059,Salty Dog,5
801,User2073,Screwdriver,3
802,User16386,French Connection,1
803,User11992,John Collins,1
804,User4563,Cuba Libre,2
805,User12020,Gin & Tonic,4
806,User7967,Martini Sweet,4
807,User2651,Horse’s Neck,5
808,User1340,French Connection,2
809,User10225,Blue Hawaii,4
810,User19806,Margarita,3
811,User19813,EL Diablo,3
812,User4906,Blue Hawaii,2
813,User19217,Dirty Mother,5
814,User12348,Black Russian,2
815,User16271,Tequila Sunrise,3
816,User16191,Blue Hawaii,1
817,User14107,Martini,1
818,User15448,Old Fashioned,2
819,User5913,Godfather,5
820,User5138,Blue Hawaii,5
821,User8398,Miami Beach,5
822,User7245,Miami Beach,5
823,User4073,Chi-Chi,4
824,User15950,Moscow Mule,5
825,User6313,Manhattan,3
826,User5410,Horse’s Neck,5
827,User5780,Brave Bull,1
828,User11043,Screwdriver,2
829,User15471,Mai-Tai,2
830,User4527,Martini,4
831,User1528,Miami Beach,1
832,User895,Dirty Mother,2
833,User11527,Salty Dog,1
834,User11220,Silk Stockings,5
835,User14490,French Connection,5
836,User16895,Blue Hawaii,4
837,User13233,Cherry Blossom,2
838,User76,Manhattan,5
839,User10867,Gin Fizz,5
840,User6091,French Connection,4
841,User9535,Singapore Sling,3
842,User3529,Silk Stockings,5
843,User17638,Stinger,2
844,User3468,Black Russian,5
845,User2898,Black Russian,4
846,User10713,Bloody Mary,4
847,User15453,Gin & Tonic,2
848,User13334,Harvard Cooler,3
849,User3882,Blue Hawaii,4
850,User19672,Gin & Tonic,1
851,User223,John Collins,4
852,User7878,Mai-Tai,4
853,User15152,Zombie,4
854,User4343,Silk Stockings,3
855,User1850,Martini Sweet,1
856,User16696,Horse’s Neck,1
857,User3188,Brave Bull,4
858,User11537,Sex on the Beach,1
859,User17408,Martini,1
860,User13323,Tequila Sunrise,4
861,User19218,Screwdriver,2
862,User9226,Vodka Gimlet,2
863,User15104,Dirty Mother,2
864,User3566,Harvard Cooler,4
865,User12094,Black Russian,1
866,User18464,Salty Dog,2
867,User4473,Cherry Blossom,4
868,User5303,Salty Dog,5
869,User2804,Sex on the Beach,4
870,User114,Moscow Mule,2
871,User14753,Cosmopolitan,4
872,User4792,Screwdriver,1
873,User14549,Mockingbird,5
874,User18081,Gin & Tonic,3
875,User17651,French Connection,5
876,User12105,Cosmopolitan,4
877,User5209,Tequila Sunrise,3
878,User18881,Old Fashioned,3
879,User3333,Cuba Libre,5
880,User19164,Salty Dog,2
881,User8217,Moscow Mule,2
882,User1868,Cherry Blossom,4
883,User18726,Salty Dog,4
884,User10620,Tequila Sunrise,3
885,User10811,Brooklyn,4
886,User14631,Gin Fizz,3
887,User16823,Vodka Gimlet,5
888,User16089,Screwdriver,1
889,User3131,Long Island Ice Tea,4
890,User15833,Black Russian,2
891,User13098,Blue Hawaii,5
892,User3792,French Connection,2
893,User6651,Long Island Ice Tea,4
894,User10748,Brooklyn,1
895,User13548,Imperial Fizz,1
896,User19271,Stinger,5
897,User12323,Harvard Cooler,4
898,User17195,Cherry Blossom,1
899,User14657,Havana Beach,5
900,User6463,Sex on the Beach,1
901,User15081,Screwdriver,5
902,User13296,Cherry Blossom,5
903,User17061,Tequila Martini,1
904,User4006,Gin & Tonic,5
905,User14950,Dirty Mother,3
906,User11704,John Collins,4
907,User3902,Miami Beach,2
908,User6274,Horse’s Neck,2
909,User967,Gin Fizz,4
910,User3555,Long Island Ice Tea,5
911,User4196,Vodka & Tonic,4
