user_id,cocktail_name,user_rating
1628602086,Gin & Tonic,1
5090515459,Old Fashioned,4
9574596968,Martini,5
8377205875,Old Fashioned,5
2274678484,Gin & Tonic,3
9424998611,Singapore Sling,5
7750609185,Moscow Mule,1
6568803961,Godfather,2
792580598,Margarita,5
9645189314,Margarita,4
2994916806,Moscow Mule,1
2994916806,Gin & Tonic,5
1157027484,Martini,5
9130236407,Long Island Ice Tea,1
6568803961,Havana Beach,5
3549260863,Gin & Tonic,5
9574596968,Margarita,5
5503905725,Screwdriver,2
3196826377,Tequila Sunset,4
1628602086,Margarita,1
1510968452,Horse’s Neck,5
6460123892,Moscow Mule,1
4529921862,Moscow Mule,4
1277426643,Cosmopolitan,5
7150372665,Moscow Mule,4
3549260863,Bloody Mary,4
1628602086,Moscow Mule,5
3867892702,Manhattan,4
5503905725,Old Fashioned,1
9574596968,Long Island Ice Tea,1
2994916806,Martini,4
7038732734,Screwdriver,3
8377205875,Tom Collins,4
9130236407,Gin & Tonic,1
1277426643,Vodka Gimlet,2
1628602086,Margarita,5
792580598,Moscow Mule,5
9424998611,Moscow Mule,5
2221686036,Sidecar,5
9574596968,Screwdriver,5
792580598,Black Russian,5
6460123892,Moscow Mule,5
6711786895,Bloody Mary,4
9993696473,Tequila Sunset,5
9424998611,Screwdriver,5
2812746240,Chi-Chi,2
1628602086,Mojito,5
7750609185,Moscow Mule,5
7361786092,Old Fashioned,1
9661198451,Singapore Sling,1
7750609185,Mai-Tai,1
9574596968,Godfather,3
1157027484,Bloody Mary,4
4114091878,Mai-Tai,2
1647278698,Margarita,5
1157027484,Havana Beach,4
8377205875,Sidecar,3
6568803961,Godfather,4
946934985,Manhattan,4
9993696473,Tequila Martini,4
9661198451,Margarita,5
7750609185,Moscow Mule,2
6711786895,Margarita,4
9661198451,Singapore Sling,5
9658436172,Old Fashioned,1
1770996789,Gin & Tonic,5
1770996789,Mojito,3
9693205089,Havana Beach,1
8377205875,Moscow Mule,5
7926670874,Godfather,2
7150372665,Chi-Chi,1
9574596968,Long Island Ice Tea,1
4114091878,Bloody Mary,1
1232327332,Mojito,5
946934985,Moscow Mule,3
2812746240,Gin & Tonic,5
946934985,Long Island Ice Tea,4
946934985,Moscow Mule,3
946934985,Mai-Tai,4
6460123892,Bloody Mary,5
6460123892,Martini,1
3196826377,Bloody Mary,2
9574596968,Martini,5
7750609185,Sex on the Beach,4
9993696473,Margarita,4
1232327332,Gin & Tonic,3
7926670874,Cosmopolitan,5
9693205089,Mojito,1
9693205089,Gin & Tonic,4
3196826377,Godfather,2
6568803961,Mojito,5
9130236407,Margarita,5
9424998611,Bloody Mary,3
7150372665,Long Island Ice Tea,4
1628602086,Tequila Sunset,5
8377205875,Moscow Mule,1
9424998611,Manhattan,4
792580598,Moscow Mule,5
8377205875,Singapore Sling,5
8377205875,Negroni,3
7038732734,Moscow Mule,3
2221686036,Havana Beach,4
6220477471,Moscow Mule,5
2812746240,Old Fashioned,4
7038732734,Martini,5
5503905725,Mai-Tai,2
1628602086,Tom Collins,5
6711786895,Bloody Mary,5
9693205089,Bloody Mary,2
7926670874,Moscow Mule,4
9658436172,Mai-Tai,3
1510968452,Singapore Sling,5
3867892702,Margarita,1
8377205875,Tequila Sunset,5
9693205089,Negroni,4
9424998611,Manhattan,5
1232327332,Mojito,4
7150372665,Tequila Sunset,2
9658436172,Old Fashioned,4
9574596968,Horse’s Neck,5
2221686036,Negroni,1
1628602086,Bloody Mary,4
4860324922,Gin & Tonic,3
6711786895,Bloody Mary,1
9424998611,Mai-Tai,3
5090515459,Moscow Mule,4
1628602086,Old Fashioned,4
2221686036,Mai-Tai,4
9993696473,Gin & Tonic,5
1628602086,Moscow Mule,5
7750609185,Screwdriver,5
2994916806,Martini,5
9424998611,Old Fashioned,4
9424998611,Margarita,3
3549260863,Margarita,4
2274678484,Singapore Sling,5
3549260863,Screwdriver,4
946934985,Moscow Mule,4
1510968452,Mai-Tai,1
7150372665,Mojito,5
2812746240,Moscow Mule,4
9574596968,Long Island Ice Tea,1
3196826377,Negroni,4
946934985,Manhattan,3
1647278698,Mojito,1
2221686036,Moscow Mule,4
9130236407,Gin & Tonic,5
9645189314,Margarita,5
4529921862,Vodka & Tonic,1
6711786895,Cosmopolitan,4
2812746240,Singapore Sling,2
3549260863,Martini,2
792580598,Mai-Tai,1
2274678484,Moscow Mule,3
8377205875,Sidecar,5
9574596968,Negroni,5
9658436172,Mai-Tai,4
3867892702,Mojito,1
1647278698,Gin & Tonic,4
7750609185,Tequila Sunset,4
3196826377,Moscow Mule,1
9424998611,Tequila Sunset,4
6460123892,Martini,1
9661198451,Bloody Mary,5
1628602086,Manhattan,3
5090515459,Old Fashioned,5
7150372665,Margarita,3
3549260863,Bloody Mary,4
1232327332,Bloody Mary,5
3549260863,Gin & Tonic,4
1628602086,Moscow Mule,5
1628602086,Screwdriver,4
1647278698,Bloody Mary,4
1157027484,Long Island Ice Tea,1
9424998611,Screwdriver,5
9574596968,Sidecar,5
9424998611,Bloody Mary,3
4860324922,Vodka & Tonic,4
4114091878,Martini,2
9693205089,Singapore Sling,1
3624867915,Negroni,5
1628602086,Moscow Mule,2
1157027484,Margarita,5
792580598,Moscow Mule,3
7361786092,Long Island Ice Tea,3
6568803961,Havana Beach,3
7750609185,Godfather,4
9574596968,Sex on the Beach,2
3196826377,Margarita,4
5090515459,Margarita,2
892691653,Black Russian,1
2812746240,Tequila Sunset,5
9424998611,Mojito,4
1157027484,Long Island Ice Tea,4
9574596968,Martini,5
3549260863,Old Fashioned,5
2812746240,Vodka Gimlet,4
8377205875,Old Fashioned,3
9130236407,Bloody Mary,4
9658436172,Manhattan,2
4114091878,Godfather,5
9574596968,Martini,5
7750609185,Manhattan,5
2274678484,Sidecar,3
892691653,Old Fashioned,4
9661198451,Godfather,2
3549260863,Negroni,5
9424998611,Margarita,5
9645189314,Chi-Chi,5
6220477471,Tequila Sunset,5
9424998611,Martini,5
3867892702,Old Fashioned,3
1628602086,Gin & Tonic,5
6711786895,Old Fashioned,2
1510968452,Mojito,4
5503905725,Moscow Mule,3
1277426643,Gin & Tonic,4
6711786895,Old Fashioned,5
3549260863,Gin & Tonic,5
8377205875,Screwdriver,3
7750609185,Tom Collins,2
1628602086,Chi-Chi,4
7926670874,Martini,4
9574596968,Bloody Mary,5
6711786895,Mai-Tai,4
9424998611,Margarita,4
6711786895,Old Fashioned,5
7150372665,Long Island Ice Tea,1
9574596968,Mojito,1
3549260863,Gin & Tonic,4
1628602086,Moscow Mule,1
9574596968,Moscow Mule,1
2812746240,Black Russian,4
6711786895,Negroni,3
9130236407,Tequila Sunset,4
7038732734,Singapore Sling,3
1510968452,Moscow Mule,4
6568803961,Gin & Tonic,1
2812746240,Negroni,2
3549260863,Moscow Mule,5
946934985,Vodka Gimlet,1
1628602086,Screwdriver,2
5090515459,Negroni,5
8377205875,Martini,5
3196826377,Martini,5
1647278698,Tequila Sunset,5
9658436172,Godfather,3
1628602086,Screwdriver,1
892691653,Martini,5
4114091878,Gin & Tonic,4
8377205875,Horse’s Neck,4
9693205089,Long Island Ice Tea,5
7750609185,Margarita,5
9574596968,Black Russian,3
6568803961,Bloody Mary,1
7361786092,Long Island Ice Tea,4
6711786895,Gin & Tonic,2
9574596968,Screwdriver,5
4529921862,Tequila Martini,2
9574596968,Old Fashioned,1
6460123892,Manhattan,5
9574596968,Gin & Tonic,5
4860324922,Chi-Chi,1
9993696473,Sidecar,4
792580598,Moscow Mule,2
9645189314,Moscow Mule,4
1628602086,Mojito,2
1647278698,Margarita,3
9993696473,Bloody Mary,4
9130236407,Martini,1
7361786092,Margarita,4
792580598,Gin & Tonic,5
7038732734,Singapore Sling,5
9574596968,Margarita,2
1628602086,Margarita,5
6711786895,Martini,2
9993696473,Blue Hawaii,5
7038732734,Bloody Mary,4
1770996789,Tequila Martini,4
9130236407,Screwdriver,4
6711786895,Margarita,2
3549260863,Bloody Mary,3
792580598,Bloody Mary,2
1157027484,Godfather,5
4529921862,Godfather,2
9658436172,Manhattan,4
892691653,Bloody Mary,3
5090515459,Martini,3
7038732734,Manhattan,1
9658436172,Long Island Ice Tea,1
9993696473,Godfather,4
5090515459,Margarita,3
1628602086,Gin & Tonic,4
6711786895,Tom Collins,5
792580598,Moscow Mule,4
2274678484,Martini,3
946934985,Screwdriver,2
8377205875,Cosmopolitan,5
4114091878,Screwdriver,4
1628602086,Black Russian,5
3867892702,Vodka Gimlet,1
9658436172,Gin & Tonic,1
892691653,Godfather,5
2994916806,Manhattan,5
2812746240,Blue Hawaii,5
1628602086,Old Fashioned,1
9424998611,Gin & Tonic,4
7038732734,Manhattan,5
9693205089,Long Island Ice Tea,5
7361786092,Margarita,2
3549260863,Screwdriver,3
7926670874,Godfather,4
1628602086,Tequila Sunset,3
2994916806,Mojito,3
7750609185,Margarita,1
946934985,Mai-Tai,5
1157027484,Moscow Mule,5
3867892702,Old Fashioned,4
3549260863,Tom Collins,2
9574596968,Screwdriver,3
7038732734,Tequila Sunset,1
946934985,Mai-Tai,1
7926670874,Moscow Mule,4
792580598,Old Fashioned,1
6568803961,Screwdriver,4
1157027484,Martini,5
7361786092,Tequila Martini,5
5090515459,Bloody Mary,4
9661198451,Chi-Chi,5
9574596968,Negroni,3
2274678484,Mojito,4
9693205089,Tequila Martini,1
4860324922,Bloody Mary,5
792580598,Bloody Mary,5
9424998611,Manhattan,4
9661198451,Godfather,5
5090515459,Bloody Mary,5
9424998611,Gin & Tonic,5
4860324922,Mai-Tai,2
2994916806,Screwdriver,4
6918333964,Moscow Mule,5
3549260863,Gin & Tonic,5
9574596968,Screwdriver,4
9693205089,Horse’s Neck,4
1277426643,Old Fashioned,5
2274678484,Gin & Tonic,2
6711786895,Screwdriver,3
1628602086,Old Fashioned,5
4114091878,Old Fashioned,3
7750609185,Martini,5
1628602086,Gin & Tonic,4
9658436172,Mojito,4
9693205089,Tequila Sunset,2
9574596968,Moscow Mule,3
8377205875,Old Fashioned,1
7750609185,Martini,5
9574596968,Singapore Sling,5
7750609185,Blue Hawaii,1
3624867915,Manhattan,1
6918333964,Negroni,1
9645189314,Vodka Gimlet,1
892691653,Vodka & Tonic,1
1232327332,Moscow Mule,5
8377205875,Blue Hawaii,5
792580598,Bloody Mary,5
9574596968,Godfather,3
792580598,Old Fashioned,5
1647278698,Negroni,4
6568803961,Moscow Mule,4
2221686036,Tom Collins,5
8377205875,Moscow Mule,2
3867892702,Long Island Ice Tea,5
6460123892,Vodka & Tonic,1
2812746240,Singapore Sling,1
892691653,Bloody Mary,1
9424998611,Long Island Ice Tea,5
9130236407,Godfather,4
2812746240,Mojito,5
1770996789,Gin & Tonic,5
9574596968,Gin & Tonic,1
9993696473,Vodka Gimlet,3
1232327332,Moscow Mule,5
1157027484,Mojito,3
6711786895,Bloody Mary,5
1157027484,Gin & Tonic,5
9693205089,Mai-Tai,4
9574596968,Tequila Martini,3
9993696473,Mai-Tai,5
7926670874,Martini,5
7750609185,Old Fashioned,1
9574596968,Moscow Mule,1
1232327332,Vodka Gimlet,1
1628602086,Vodka & Tonic,1
9993696473,Moscow Mule,4
9574596968,Godfather,5
1647278698,Moscow Mule,1
4529921862,Cosmopolitan,4
7750609185,Vodka Gimlet,1
946934985,Mojito,5
1157027484,Old Fashioned,3
1628602086,Old Fashioned,5
7750609185,Old Fashioned,5
2274678484,Old Fashioned,5
1628602086,Screwdriver,5
9993696473,Long Island Ice Tea,5
9424998611,Gin & Tonic,4
9130236407,Martini,1
9130236407,Mojito,3
4860324922,Chi-Chi,5
2812746240,Mai-Tai,3
9574596968,Moscow Mule,5
5503905725,Long Island Ice Tea,1
1628602086,Bloody Mary,5
9424998611,Mojito,4
3549260863,Mojito,4
9424998611,Mojito,1
9574596968,Havana Beach,5
1770996789,Moscow Mule,5
892691653,Moscow Mule,4
9574596968,Bloody Mary,5
2221686036,Mai-Tai,2
946934985,Negroni,2
892691653,Vodka & Tonic,3
1770996789,Godfather,1
8377205875,Tom Collins,5
1628602086,Old Fashioned,1
2221686036,Manhattan,4
1628602086,Bloody Mary,4
892691653,Singapore Sling,4
792580598,Martini,2
9993696473,Singapore Sling,5
8377205875,Bloody Mary,2
3196826377,Tequila Sunset,1
6918333964,Black Russian,5
9424998611,Manhattan,1
1157027484,Screwdriver,1
9993696473,Chi-Chi,4
3867892702,Moscow Mule,1
8377205875,Gin & Tonic,4
3867892702,Vodka & Tonic,2
1628602086,Old Fashioned,5
1628602086,Godfather,3
3196826377,Long Island Ice Tea,5
3867892702,Old Fashioned,4
9658436172,Moscow Mule,1
7361786092,Screwdriver,2
9993696473,Chi-Chi,4
5503905725,Gin & Tonic,5
9424998611,Bloody Mary,4
8377205875,Manhattan,4
2274678484,Bloody Mary,2
7750609185,Moscow Mule,5
2221686036,Bloody Mary,1
1628602086,Manhattan,5
892691653,Negroni,4
4114091878,Mojito,4
3196826377,Martini,4
9130236407,Mojito,5
1628602086,Moscow Mule,1
9993696473,Sex on the Beach,3
4114091878,Manhattan,4
892691653,Old Fashioned,5
9693205089,Moscow Mule,3
7926670874,Godfather,3
9574596968,Blue Hawaii,5
7150372665,Bloody Mary,4
6711786895,Tequila Martini,1
9574596968,Havana Beach,2
6711786895,Bloody Mary,5
9993696473,Martini,2
6568803961,Godfather,5
8377205875,Old Fashioned,1
2274678484,Manhattan,2
3196826377,Moscow Mule,4
4529921862,Cosmopolitan,5
2221686036,Margarita,4
1628602086,Old Fashioned,3
9574596968,Martini,3
946934985,Old Fashioned,5
1510968452,Old Fashioned,5
9693205089,Bloody Mary,1
9574596968,Manhattan,5
3867892702,Bloody Mary,3
7926670874,Martini,4
2221686036,Old Fashioned,5
9574596968,Gin & Tonic,4
6220477471,Long Island Ice Tea,4
8377205875,Martini,4
4529921862,Moscow Mule,4
1232327332,Godfather,5
1157027484,Mai-Tai,3
946934985,Margarita,3
3867892702,Negroni,4
7750609185,Martini,5
6220477471,Moscow Mule,4
6711786895,Negroni,5
2274678484,Bloody Mary,4
3624867915,Bloody Mary,5
9661198451,Old Fashioned,4
3196826377,Singapore Sling,3
6711786895,Tequila Sunset,5
1628602086,Screwdriver,5
4114091878,Old Fashioned,5
9130236407,Sidecar,5
4860324922,Vodka Gimlet,4
9661198451,Godfather,5
1628602086,Gin & Tonic,4
9424998611,Black Russian,5
3867892702,Margarita,2
7361786092,Tequila Sunset,3
6711786895,Old Fashioned,5
4529921862,Sidecar,1
9645189314,Margarita,5
2994916806,Godfather,4
9693205089,Havana Beach,3
9574596968,Tequila Sunset,1
9424998611,Horse’s Neck,4
1628602086,Moscow Mule,5
9574596968,Mai-Tai,4
9424998611,Godfather,5
3867892702,Long Island Ice Tea,5
7150372665,Old Fashioned,4
1770996789,Moscow Mule,5
4860324922,Manhattan,1
8377205875,Old Fashioned,5
9574596968,Godfather,4
1277426643,Screwdriver,4
946934985,Bloody Mary,4
9574596968,Singapore Sling,3
4860324922,Gin & Tonic,3
9130236407,Moscow Mule,2
3549260863,Negroni,3
9574596968,Mai-Tai,2
1232327332,Moscow Mule,3
9658436172,Negroni,5
792580598,Moscow Mule,4
4114091878,Martini,2
1510968452,Sex on the Beach,1
7361786092,Negroni,5
9424998611,Screwdriver,5
3549260863,Gin & Tonic,4
4860324922,Moscow Mule,5
792580598,Mojito,4
8377205875,Screwdriver,5
3624867915,Gin & Tonic,2
9130236407,Margarita,5
1510968452,Vodka & Tonic,5
6711786895,Gin & Tonic,3
9661198451,Old Fashioned,4
9424998611,Cosmopolitan,3
3549260863,Bloody Mary,1
9993696473,Black Russian,5
9424998611,Screwdriver,4
3549260863,Old Fashioned,4
3549260863,Havana Beach,3
9130236407,Negroni,2
9574596968,Cosmopolitan,5
946934985,Old Fashioned,1
3624867915,Mojito,5
1628602086,Mojito,4
6568803961,Bloody Mary,2
9130236407,Moscow Mule,3
9574596968,Gin & Tonic,3
6460123892,Margarita,4
8377205875,Moscow Mule,1
6568803961,Margarita,5
1770996789,Screwdriver,1
9574596968,Moscow Mule,1
9693205089,Cosmopolitan,5
5090515459,Vodka Gimlet,2
7150372665,Mai-Tai,5
9693205089,Moscow Mule,5
8377205875,Mai-Tai,1
1157027484,Moscow Mule,5
1647278698,Moscow Mule,4
6220477471,Mojito,1
9693205089,Margarita,2
1628602086,Manhattan,5
892691653,Tequila Sunset,1
9574596968,Negroni,4
3867892702,Tequila Martini,4
3624867915,Bloody Mary,4
7038732734,Blue Hawaii,4
1647278698,Martini,5
6711786895,Mai-Tai,3
9424998611,Sex on the Beach,2
8377205875,Moscow Mule,3
792580598,Screwdriver,5
9130236407,Sex on the Beach,4
6918333964,Margarita,1
9130236407,Negroni,1
3196826377,Chi-Chi,3
946934985,Margarita,1
892691653,Godfather,4
3867892702,Bloody Mary,5
6568803961,Screwdriver,5
1628602086,Manhattan,5
3549260863,Bloody Mary,2
1157027484,Mojito,4
9574596968,Moscow Mule,5
946934985,Sex on the Beach,3
3624867915,Moscow Mule,4
9661198451,Old Fashioned,1
1157027484,Margarita,2
8377205875,Manhattan,4
9693205089,Havana Beach,4
1628602086,Mai-Tai,5
946934985,Mai-Tai,3
9993696473,Old Fashioned,4
2812746240,Martini,5
6568803961,Long Island Ice Tea,1
1628602086,Martini,4
1232327332,Moscow Mule,5
9993696473,Moscow Mule,1
946934985,Long Island Ice Tea,4
3867892702,Gin & Tonic,5
7926670874,Old Fashioned,1
1157027484,Cosmopolitan,3
9658436172,Mojito,5
1628602086,Tequila Martini,5
9661198451,Blue Hawaii,2
9574596968,Negroni,5
1157027484,Bloody Mary,1
1770996789,Screwdriver,1
9661198451,Negroni,4
9424998611,Bloody Mary,4
946934985,Black Russian,1
9993696473,Gin & Tonic,2
3549260863,Moscow Mule,5
4860324922,Mojito,4
7750609185,Moscow Mule,1
9130236407,Screwdriver,5
9574596968,Margarita,2
2221686036,Gin & Tonic,4
9424998611,Manhattan,2
9574596968,Manhattan,5
6220477471,Blue Hawaii,5
9574596968,Gin & Tonic,1
6220477471,Singapore Sling,5
8377205875,Moscow Mule,4
7750609185,Tequila Sunset,5
1157027484,Godfather,4
9693205089,Bloody Mary,1
2812746240,Moscow Mule,1
9993696473,Old Fashioned,4
3549260863,Mojito,5
9574596968,Cosmopolitan,1
946934985,Mai-Tai,5
792580598,Negroni,5
4860324922,Gin & Tonic,5
9574596968,Bloody Mary,4
1628602086,Old Fashioned,4
9693205089,Manhattan,2
3549260863,Mojito,2
9574596968,Bloody Mary,1
1232327332,Black Russian,5
7750609185,Bloody Mary,5
946934985,Moscow Mule,1
1628602086,Negroni,5
7750609185,Margarita,1
3867892702,Long Island Ice Tea,4
1770996789,Godfather,4
7150372665,Manhattan,5
2274678484,Cosmopolitan,3
2812746240,Black Russian,4
946934985,Moscow Mule,3
2221686036,Vodka Gimlet,5
7361786092,Horse’s Neck,5
7750609185,Old Fashioned,5
4114091878,Negroni,5
6711786895,Screwdriver,1
9661198451,Moscow Mule,1
792580598,Old Fashioned,1
892691653,Manhattan,5
6568803961,Screwdriver,4
8377205875,Martini,5
1510968452,Old Fashioned,4
3549260863,Horse’s Neck,5
5090515459,Old Fashioned,1
8377205875,Martini,4
9574596968,Negroni,4
4114091878,Old Fashioned,5
6568803961,Gin & Tonic,2
1770996789,Gin & Tonic,2
2221686036,Blue Hawaii,2
8377205875,Sex on the Beach,4
9645189314,Long Island Ice Tea,5
1770996789,Vodka & Tonic,3
6711786895,Old Fashioned,5
6711786895,Bloody Mary,1
4114091878,Margarita,1
9574596968,Moscow Mule,1
1647278698,Moscow Mule,5
4860324922,Martini,5
3624867915,Mai-Tai,3
9645189314,Bloody Mary,4
1628602086,Negroni,4
6711786895,Margarita,3
9661198451,Tom Collins,5
946934985,Singapore Sling,5
1277426643,Bloody Mary,5
9424998611,Blue Hawaii,1
7361786092,Old Fashioned,4
1628602086,Chi-Chi,2
2221686036,Blue Hawaii,1
6711786895,Mai-Tai,5
4860324922,Old Fashioned,2
1647278698,Chi-Chi,2
1647278698,Old Fashioned,1
6460123892,Bloody Mary,4
1277426643,Bloody Mary,3
6220477471,Old Fashioned,4
1157027484,Screwdriver,3
7150372665,Manhattan,5
6568803961,Old Fashioned,3
9661198451,Margarita,4
2812746240,Blue Hawaii,5
1628602086,Tequila Sunset,5
9574596968,Screwdriver,3
4114091878,Old Fashioned,3
946934985,Moscow Mule,4
9424998611,Sidecar,5
3549260863,Screwdriver,1
6711786895,Old Fashioned,4
8377205875,Moscow Mule,4
6220477471,Margarita,5
1232327332,Tequila Sunset,4
3549260863,Bloody Mary,1
1277426643,Moscow Mule,1
7750609185,Gin & Tonic,1
2812746240,Vodka & Tonic,5
946934985,Manhattan,1
1232327332,Martini,4
7750609185,Manhattan,1
1770996789,Old Fashioned,1
2221686036,Moscow Mule,5
9574596968,Long Island Ice Tea,4
1647278698,Gin & Tonic,1
792580598,Mai-Tai,1
946934985,Old Fashioned,2
9658436172,Gin & Tonic,3
7750609185,Margarita,2
9693205089,Sidecar,1
4114091878,Gin & Tonic,5
7750609185,Moscow Mule,5
1628602086,Bloody Mary,2
792580598,Old Fashioned,4
7361786092,Mai-Tai,4
1232327332,Old Fashioned,1
9424998611,Gin & Tonic,5
3549260863,Gin & Tonic,2
9661198451,Mojito,4
792580598,Martini,5
7750609185,Mojito,4
6460123892,Moscow Mule,1
9645189314,Margarita,1
2812746240,Havana Beach,1
9645189314,Moscow Mule,5
9574596968,Horse’s Neck,5
5503905725,Long Island Ice Tea,4
6220477471,Cosmopolitan,4
792580598,Moscow Mule,5
946934985,Havana Beach,5
5090515459,Bloody Mary,4
8377205875,Vodka & Tonic,3
1157027484,Havana Beach,1
1157027484,Bloody Mary,4
7361786092,Singapore Sling,3
3549260863,Tequila Sunset,5
1232327332,Martini,5
1628602086,Margarita,2
1770996789,Old Fashioned,4
1628602086,Negroni,5
7750609185,Margarita,1
4860324922,Mojito,5
5090515459,Margarita,5
892691653,Mojito,2
9993696473,Horse’s Neck,3
8377205875,Bloody Mary,4
3196826377,Long Island Ice Tea,2
9574596968,Martini,4
3549260863,Singapore Sling,5
1628602086,Old Fashioned,1
1628602086,Old Fashioned,2
9993696473,Manhattan,5
6220477471,Long Island Ice Tea,4
9993696473,Gin & Tonic,5
946934985,Sidecar,5
8377205875,Old Fashioned,1
3867892702,Screwdriver,5
1157027484,Godfather,4
3196826377,Margarita,4
792580598,Tequila Sunset,5
6220477471,Tequila Sunset,4
8377205875,Old Fashioned,3
6711786895,Margarita,4
7038732734,Bloody Mary,4
946934985,Screwdriver,5
9658436172,Negroni,5
7926670874,Mojito,1
1277426643,Bloody Mary,5
9130236407,Martini,1
9574596968,Tequila Martini,5
5503905725,Martini,4
9130236407,Mojito,5
7750609185,Old Fashioned,1
1628602086,Gin & Tonic,5
1647278698,Margarita,1
8377205875,Long Island Ice Tea,4
9693205089,Long Island Ice Tea,1
1628602086,Moscow Mule,5
3196826377,Bloody Mary,5
9574596968,Vodka & Tonic,4
9574596968,Moscow Mule,4
4860324922,Tom Collins,4
3549260863,Tequila Sunset,4
6460123892,Moscow Mule,5
1628602086,Old Fashioned,4
4860324922,Bloody Mary,3
1628602086,Gin & Tonic,1
7038732734,Margarita,1
792580598,Godfather,5
9130236407,Moscow Mule,3
9424998611,Old Fashioned,4
8377205875,Moscow Mule,2
892691653,Margarita,1
1628602086,Margarita,1
9574596968,Godfather,1
946934985,Negroni,4
8377205875,Vodka & Tonic,3
9130236407,Gin & Tonic,4
1277426643,Mai-Tai,3
3549260863,Cosmopolitan,1
8377205875,Gin & Tonic,3
8377205875,Moscow Mule,5
7038732734,Mai-Tai,4
9574596968,Mojito,5
946934985,Margarita,5
2274678484,Chi-Chi,5
9424998611,Old Fashioned,2
1628602086,Margarita,5
3549260863,Singapore Sling,4
7750609185,Negroni,1
3867892702,Old Fashioned,2
8377205875,Old Fashioned,4
6460123892,Old Fashioned,5
1647278698,Sex on the Beach,4
4529921862,Negroni,5
3549260863,Martini,4
9130236407,Moscow Mule,1
7361786092,Martini,2
8377205875,Negroni,4
4860324922,Moscow Mule,3
9130236407,Moscow Mule,4
892691653,Singapore Sling,4
8377205875,Sidecar,5
3196826377,Old Fashioned,1
9693205089,Old Fashioned,5
1628602086,Margarita,5
9658436172,Margarita,5
7750609185,Moscow Mule,1
7750609185,Cosmopolitan,2
1628602086,Vodka & Tonic,2
7150372665,Tom Collins,5
6220477471,Singapore Sling,5
6568803961,Bloody Mary,4
9993696473,Gin & Tonic,5
3624867915,Godfather,1
3624867915,Margarita,5
2274678484,Old Fashioned,5
1628602086,Mai-Tai,1
2994916806,Mojito,4
9693205089,Margarita,4
7750609185,Martini,1
1647278698,Mojito,3
7750609185,Sidecar,1
8377205875,Margarita,1
1770996789,Bloody Mary,5
5090515459,Screwdriver,5
1628602086,Sex on the Beach,5
9693205089,Gin & Tonic,5
9693205089,Bloody Mary,1
8377205875,Mai-Tai,2
1770996789,Old Fashioned,4
1770996789,Gin & Tonic,5
3549260863,Mojito,5
5090515459,Gin & Tonic,5
7038732734,Manhattan,4
2274678484,Godfather,5
3867892702,Old Fashioned,4
