user_id,0,1,2
58,Dirty Mother,Harvard Cooler,Miami Beach
59,Brave Bull,Vodka & Tonic,Salty Dog
60,Stinger,Brave Bull,Negroni
61,Silk Stockings,Harvard Cooler,Cuba Libre
62,Havana Beach,Vodka & Tonic,Silk Stockings
63,Long Island Ice Tea,Horse’s Neck,Cuba Libre
64,Godfather,Negroni,Cosmopolitan
65,Tom Collins,Brave Bull,Negroni
66,Sex on the Beach,Mockingbird,EL Diablo
67,Mojito,Brave Bull,Vodka Gimlet
68,Cuba Libre,Imperial Fizz,New York
69,Vodka & Tonic,Cosmopolitan,Imperial Fizz
70,Martini,Mojito,Tom Collins
71,Mockingbird,Havana Beach,Sex on the Beach
72,Martini,Moscow Mule,Chi-Chi
73,Cherry Blossom,John Collins,Tequila Sunset
74,Blue Hawaii,Earthquake,Harvard Cooler
75,Bloody Mary,Havana Beach,Gin & Tonic
76,Sex on the Beach,Screwdriver,Brave Bull
77,Manhattan,Tom Collins,Mojito
78,Negroni,Black Russian,French Connection
79,Gin & Tonic,Dirty Mother,Martini Sweet
80,Harvard Cooler,Brooklyn,Screwdriver
81,Tom Collins,Havana Beach,Mockingbird
82,Cosmopolitan,Negroni,Zombie
83,Martini Sweet,Tom Collins,New York
84,Screwdriver,Gin Fizz,French Connection
85,Mockingbird,Chi-Chi,Stinger
86,Blue Hawaii,Gin Fizz,Gin & Tonic
87,EL Diablo,Tequila Sunset,Margarita
88,Havana Beach,New York,Zombie
89,Vodka Gimlet,Black Russian,Tequila Martini
90,Sidecar,New York,Black Russian
91,Mojito,Gin & Tonic,Cosmopolitan
92,Mai-Tai,Screwdriver,Manhattan
93,Brooklyn,Tom Collins,Earthquake
94,Havana Beach,Vodka & Tonic,Cuba Libre
95,Gin & Tonic,Cosmopolitan,French Connection
96,Screwdriver,John Collins,Imperial Fizz
97,Cosmopolitan,EL Diablo,Black Russian
98,Zombie,Tequila Martini,Tequila Sunrise
99,Harvard Cooler,Dirty Mother,Long Island Ice Tea
100,Mockingbird,Harvard Cooler,Tom Collins
101,Mockingbird,Martini Sweet,Tequila Sunrise
102,Old Fashioned,EL Diablo,Mockingbird
103,Brooklyn,John Collins,Zombie
104,Martini,Singapore Sling,Dirty Mother
105,Old Fashioned,Harvard Cooler,Gin & Tonic
106,Harvard Cooler,Vodka & Tonic,Martini Sweet
107,Silk Stockings,Vodka Gimlet,Tom Collins
108,Moscow Mule,Earthquake,Gin & Tonic
109,Tom Collins,Mojito,Tequila Martini
110,Martini,Gin Fizz,Cosmopolitan
111,Zombie,EL Diablo,Mai-Tai
112,Horse’s Neck,Dirty Mother,Blue Hawaii
113,Black Russian,Cuba Libre,Earthquake
114,Bloody Mary,John Collins,Martini Sweet
115,EL Diablo,Cherry Blossom,Dirty Mother
116,Stinger,Dirty Mother,Cuba Libre
117,Singapore Sling,Tom Collins,Bloody Mary
118,Sex on the Beach,Harvard Cooler,Cherry Blossom
119,Manhattan,Singapore Sling,Long Island Ice Tea
120,Sex on the Beach,Sidecar,Black Russian
121,French Connection,Tom Collins,Gin & Tonic
122,Havana Beach,Miami Beach,Sex on the Beach
123,Silk Stockings,Mockingbird,John Collins
124,John Collins,Blue Hawaii,Brooklyn
125,Gin & Tonic,Moscow Mule,Dirty Mother
126,Brave Bull,Gin Fizz,French Connection
127,Havana Beach,Tequila Sunrise,Imperial Fizz
128,Screwdriver,Bloody Mary,Godfather
129,Vodka & Tonic,Earthquake,Martini Sweet
130,Tom Collins,Imperial Fizz,Negroni
131,Martini Sweet,Cuba Libre,Salty Dog
132,Dirty Mother,Long Island Ice Tea,Sex on the Beach
133,New York,Havana Beach,EL Diablo
134,Stinger,Moscow Mule,Martini
135,Tequila Martini,Long Island Ice Tea,Chi-Chi
136,Zombie,Dirty Mother,Havana Beach
137,Cherry Blossom,Tequila Sunset,Cuba Libre
138,Blue Hawaii,Tequila Martini,Chi-Chi
139,Tequila Sunset,Horse’s Neck,Mai-Tai
140,Horse’s Neck,Negroni,Imperial Fizz
141,Brave Bull,Gin & Tonic,Tequila Martini
142,Harvard Cooler,Mockingbird,Gin & Tonic
143,Harvard Cooler,Singapore Sling,Mojito
144,Tequila Martini,Blue Hawaii,Tequila Sunrise
145,Brave Bull,Tom Collins,Earthquake
146,Singapore Sling,Chi-Chi,Silk Stockings
147,Black Russian,French Connection,Tequila Sunrise
148,John Collins,Mojito,Negroni
149,Havana Beach,Manhattan,Dirty Mother
150,French Connection,Miami Beach,Old Fashioned
151,Martini Sweet,Singapore Sling,Martini
152,Old Fashioned,Zombie,Salty Dog
153,Gin & Tonic,French Connection,Negroni
154,Manhattan,Salty Dog,Mojito
155,Tom Collins,John Collins,French Connection
156,Havana Beach,Tom Collins,Cherry Blossom
157,Stinger,Long Island Ice Tea,John Collins
158,Sex on the Beach,Cuba Libre,Vodka Gimlet
159,Mai-Tai,Black Russian,Gin & Tonic
160,Tequila Sunset,Gin & Tonic,John Collins
161,Screwdriver,Margarita,Brave Bull
162,Earthquake,Brooklyn,Gin Fizz
163,Negroni,Screwdriver,Gin Fizz
164,Cosmopolitan,Sex on the Beach,Havana Beach
165,Mai-Tai,Brooklyn,John Collins
166,John Collins,French Connection,Havana Beach
167,Manhattan,Havana Beach,John Collins
168,Screwdriver,Brave Bull,Martini
169,Manhattan,French Connection,Moscow Mule
170,John Collins,Gin & Tonic,Brooklyn
171,Tequila Martini,Tequila Sunrise,Black Russian
172,Manhattan,Old Fashioned,Godfather
173,Mockingbird,Martini Sweet,Martini
174,Martini Sweet,Silk Stockings,Margarita
175,Horse’s Neck,Brave Bull,Singapore Sling
176,Tequila Sunrise,Old Fashioned,Vodka Gimlet
177,Manhattan,Tom Collins,Brave Bull
178,Vodka Gimlet,Martini,Stinger
179,Salty Dog,Margarita,Sidecar
180,Silk Stockings,Brooklyn,Singapore Sling
181,Silk Stockings,Brooklyn,Dirty Mother
182,Margarita,Sidecar,Black Russian
183,Martini Sweet,Sidecar,Martini
184,John Collins,Cosmopolitan,Tequila Martini
185,Silk Stockings,Imperial Fizz,Harvard Cooler
186,New York,Tom Collins,Tequila Sunrise
187,Sex on the Beach,Cherry Blossom,Manhattan
188,Mockingbird,Zombie,Screwdriver
189,Miami Beach,Screwdriver,Silk Stockings
190,Blue Hawaii,Silk Stockings,Cherry Blossom
191,Martini,Tequila Sunrise,Mojito
192,Sex on the Beach,Vodka Gimlet,Horse’s Neck
193,Martini,Mojito,Black Russian
194,Martini,Martini Sweet,Dirty Mother
195,Tom Collins,Margarita,Tequila Sunrise
196,Martini Sweet,Cuba Libre,Negroni
197,Tequila Martini,Singapore Sling,Silk Stockings
198,Cosmopolitan,Moscow Mule,Gin & Tonic
199,Dirty Mother,Earthquake,Brave Bull
200,Martini Sweet,New York,Gin Fizz
