user_id,0,1,2
130,Gin Fizz,Havana Beach,Black Russian
131,Gin Fizz,Havana Beach,Black Russian
132,Gin Fizz,Havana Beach,Black Russian
133,Gin Fizz,Havana Beach,Black Russian
134,Gin Fizz,Havana Beach,Black Russian
135,Gin Fizz,Havana Beach,Black Russian
136,Gin Fizz,Havana Beach,Black Russian
137,Gin Fizz,Havana Beach,Black Russian
138,Gin Fizz,Havana Beach,Black Russian
139,Gin Fizz,Havana Beach,Black Russian
140,Gin Fizz,Havana Beach,Black Russian
141,Gin Fizz,Havana Beach,Black Russian
142,Gin Fizz,Havana Beach,Black Russian
143,Gin Fizz,Havana Beach,Black Russian
144,Gin Fizz,Havana Beach,Black Russian
145,Gin Fizz,Havana Beach,Black Russian
146,Gin Fizz,Havana Beach,Black Russian
147,Gin Fizz,Havana Beach,Black Russian
148,Gin Fizz,Havana Beach,Black Russian
149,Gin Fizz,Havana Beach,Black Russian
150,Gin Fizz,Havana Beach,Black Russian
151,Gin Fizz,Havana Beach,Black Russian
152,Gin Fizz,Havana Beach,Black Russian
153,Gin Fizz,Havana Beach,Black Russian
154,Gin Fizz,Havana Beach,Black Russian
155,Gin Fizz,Havana Beach,Black Russian
156,Gin Fizz,Havana Beach,Black Russian
157,Gin Fizz,Havana Beach,Black Russian
158,Gin Fizz,Havana Beach,Black Russian
159,Gin Fizz,Havana Beach,Black Russian
160,Gin Fizz,Havana Beach,Black Russian
161,Gin Fizz,Havana Beach,Black Russian
162,Gin Fizz,Havana Beach,Black Russian
163,Gin Fizz,Havana Beach,Black Russian
164,Gin Fizz,Havana Beach,Black Russian
165,Gin Fizz,Havana Beach,Black Russian
166,Gin Fizz,Havana Beach,Black Russian
167,Gin Fizz,Havana Beach,Black Russian
168,Gin Fizz,Havana Beach,Black Russian
169,Gin Fizz,Havana Beach,Black Russian
170,Gin Fizz,Havana Beach,Black Russian
171,Gin Fizz,Havana Beach,Black Russian
172,Gin Fizz,Havana Beach,Black Russian
173,Gin Fizz,Havana Beach,Black Russian
174,Gin Fizz,Havana Beach,Black Russian
175,Gin Fizz,Havana Beach,Black Russian
176,Gin Fizz,Havana Beach,Black Russian
177,Gin Fizz,Havana Beach,Black Russian
178,Gin Fizz,Havana Beach,Black Russian
179,Gin Fizz,Havana Beach,Black Russian
180,Gin Fizz,Havana Beach,Black Russian
181,Gin Fizz,Havana Beach,Black Russian
182,Gin Fizz,Havana Beach,Black Russian
183,Gin Fizz,Havana Beach,Black Russian
184,Gin Fizz,Havana Beach,Black Russian
185,Gin Fizz,Havana Beach,Black Russian
186,Gin Fizz,Havana Beach,Black Russian
187,Gin Fizz,Havana Beach,Black Russian
188,Gin Fizz,Havana Beach,Black Russian
189,Gin Fizz,Havana Beach,Black Russian
190,Gin Fizz,Havana Beach,Black Russian
191,Gin Fizz,Havana Beach,Black Russian
192,Gin Fizz,Havana Beach,Black Russian
193,Gin Fizz,Havana Beach,Black Russian
194,Gin Fizz,Havana Beach,Black Russian
195,Gin Fizz,Havana Beach,Black Russian
196,Gin Fizz,Havana Beach,Black Russian
197,Gin Fizz,Havana Beach,Black Russian
198,Gin Fizz,Havana Beach,Black Russian
199,Gin Fizz,Havana Beach,Black Russian
200,Gin Fizz,Havana Beach,Black Russian
